transaction_id,reference_number,transaction_datetime,transaction_description,originator_name,originator_entity_type,originator_id,originator_gender,originator_country,originator_pep_flag,originator_sanctions_flag,originator_exited_flag,originator_exit_date,originator_sar_flag,originator_dra_alert_flag,originator_dra_score,originator_date_of_birth_or_incorp,beneficiary_name,beneficiary_entity_type,beneficiary_id,beneficiary_gender,beneficiary_country,beneficiary_pep_flag,beneficiary_sanctions_flag,beneficiary_exited_flag,beneficiary_exit_date,beneficiary_sar_flag,beneficiary_dra_alert_flag,beneficiary_dra_score,beneficiary_date_of_birth_or_incorp,amount,currency,amount_usd,transaction_type,channel,product,scenario_tag
T000000005611,SWIFT-16EHXL33CARY,2025-08-01T04:24:18,Internal transfer INV2694409,Chen Miller,INDIVIDUAL,FRID-M8T2SA5BNN,M,FR,0,0,1,04/06/25,0,0,872,01/07/68,Tom Ivanov,INDIVIDUAL,GBID-ERXDOUADVW,F,GB,0,0,0,,1,0,819,18/09/87,1157.66,GBP,1470.23,TRANSFER,WIRE,CURRENT_ACCT,RAPID_MOVEMENT
T000000005612,SWIFT-TT4CSUS443TZ,2025-08-01T05:06:18,Transfer INV0348244,Tom Ivanov,INDIVIDUAL,GBID-ERXDOUADVW,F,GB,0,0,0,,1,0,819,18/09/87,Yara Hughes,INDIVIDUAL,NLID-T3RSVZ2E18,M,NL,0,0,0,,0,0,353,03/04/58,1159.58,GBP,1472.67,TRANSFER,WIRE,CURRENT_ACCT,RAPID_MOVEMENT
T000000005613,SWIFT-5J0TL8US1X94,2025-08-01T07:02:18,Settlement INV0555912,Yara Hughes,INDIVIDUAL,NLID-T3RSVZ2E18,M,NL,0,0,0,,0,0,353,03/04/58,Zhang Solutions LLC,BUSINESS,NLREG-00X28PIJKEMV,X,NL,0,0,0,,0,0,437,01/03/18,1125.37,GBP,1429.22,TRANSFER,WIRE,CURRENT_ACCT,RAPID_MOVEMENT
T000000005614,SWIFT-BDZJI8S6EGN1,2025-03-27T21:55:16,Settlement INV6081149,Yara Zhang,INDIVIDUAL,FRID-QRHOFU1WSG,M,FR,0,0,0,,0,0,831,21/08/71,Amir Zhang,INDIVIDUAL,GBID-WLXDSC4E5H,M,GB,0,0,0,,0,0,502,20/02/80,397.91,GBP,505.35,TRANSFER,WIRE,CURRENT_ACCT,RAPID_MOVEMENT
T000000005615,SWIFT-ZTPC2UL1YFXB,2025-03-27T23:51:16,Loan repayment INV6701255,Amir Zhang,INDIVIDUAL,GBID-WLXDSC4E5H,M,GB,0,0,0,,0,0,502,20/02/80,Wei Rossi,INDIVIDUAL,GBID-UCKQVIIFRC,F,GB,0,0,0,,0,0,585,22/12/90,395.66,GBP,502.49,TRANSFER,WIRE,CURRENT_ACCT,RAPID_MOVEMENT
T000000005616,SWIFT-S4HIKUW9GMVL,2025-12-08T13:13:08,Loan repayment INV2765002,Fatima Chen,INDIVIDUAL,GBID-RPKZGGM0J3,M,GB,0,0,0,,0,0,827,10/10/56,Hughes Trading SA,BUSINESS,PKREG-RX1KKC1XI04B,X,PK,0,0,0,,0,0,737,02/08/99,1587.33,GBP,2015.91,TRANSFER,WIRE,SAVINGS,PATTERN_OF_FUNDS
T000000005617,SWIFT-YPEACEWDKKFY,2025-12-09T01:13:08,Loan repayment INV2390681,Hughes Trading SA,BUSINESS,PKREG-RX1KKC1XI04B,X,PK,0,0,0,,0,0,737,02/08/99,Marta Patel,INDIVIDUAL,TRID-C97C7BO119,F,TR,0,0,0,,0,0,510,04/08/73,1591.15,GBP,2020.76,TRANSFER,WIRE,SAVINGS,PATTERN_OF_FUNDS
T000000005618,SWIFT-FUUBQE986EUX,2025-12-09T19:13:08,International transfer INV0384526,Marta Patel,INDIVIDUAL,TRID-C97C7BO119,F,TR,0,0,0,,0,0,510,04/08/73,Leila Brown,INDIVIDUAL,GBID-GSNPUEVJLZ,F,GB,0,0,0,,0,0,773,20/03/93,1541.05,GBP,1957.13,TRANSFER,WIRE,SAVINGS,PATTERN_OF_FUNDS
T000000005619,SWIFT-0GM87Z655PFD,2025-12-11T01:13:08,Loan repayment INV8930661,Leila Brown,INDIVIDUAL,GBID-GSNPUEVJLZ,F,GB,0,0,0,,0,0,773,20/03/93,Amir Brown,INDIVIDUAL,NLID-9SQWHBEF46,M,NL,0,0,0,,0,0,472,22/03/80,1591.12,GBP,2020.72,TRANSFER,WIRE,SAVINGS,PATTERN_OF_FUNDS
T000000005620,SWIFT-6JD9YROLWOFT,2025-12-10T01:13:08,Urgent transfer INV7742939,Amir Brown,INDIVIDUAL,NLID-9SQWHBEF46,M,NL,0,0,0,,0,0,472,22/03/80,Aisha Wilson,INDIVIDUAL,NLID-4EMM9VASJE,M,NL,0,0,0,,0,0,436,02/10/75,1534.65,GBP,1949.01,TRANSFER,WIRE,SAVINGS,PATTERN_OF_FUNDS
T000000005621,FP-K9Z018GPSLBC,2025-10-24T18:39:09,Services INV1961871,Wei Tan,INDIVIDUAL,SGID-OL65WVJX8U,F,SG,1,0,0,,0,0,580,27/01/90,Noah Rossi,INDIVIDUAL,DEID-6MZSGIPPSF,F,DE,0,0,0,,0,0,875,24/05/84,856.18,GBP,1087.35,PAYMENT,FASTER_PAYMENTS,BUSINESS_ACCT,HIGH_CONCENTRATION
T000000005622,BR-05LPTXP3PXXN,2025-04-05T03:18:03,Loan repayment INV0852497,Tom Khan,INDIVIDUAL,GBID-NX1WVBD4BE,M,GB,0,0,0,,0,0,578,05/03/82,Omar Garcia,INDIVIDUAL,GBID-I4O6Q0USWO,F,GB,0,0,0,,0,0,243,01/02/76,158.85,GBP,201.74,TRANSFER,CASH,CURRENT_ACCT,MONEY_MULE
T000000005623,SWIFT-UX8BVRUGB51R,2025-04-17T18:11:31,Loan repayment INV3931096,Omar Garcia,INDIVIDUAL,GBID-I4O6Q0USWO,F,GB,0,0,0,,0,0,243,01/02/76,Tom Patel,INDIVIDUAL,USID-MUKJDBL1G3,F,US,0,0,0,,0,0,589,29/09/72,134.41,GBP,170.7,TRANSFER,WIRE,CURRENT_ACCT,MONEY_MULE
T000000005624,SWIFT-86L2VDWFC5Z3,2025-12-01T08:27:49,Transfer INV2413720,Daniel Smith,INDIVIDUAL,AUID-ZNVP8GMNHI,M,AU,1,0,0,,0,0,271,10/06/95,Omar Zhang,INDIVIDUAL,USID-NGBPJ4UFZD,F,US,0,0,0,,0,0,850,04/10/72,342.22,GBP,434.62,TRANSFER,WIRE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005625,SWIFT-QHDE77MYT7DE,2025-12-01T08:32:49,Internal transfer INV0607813 ok,Daniel Smith,INDIVIDUAL,AUID-ZNVP8GMNHI,M,AU,1,0,0,,0,0,271,10/06/95,Yara Hughes,INDIVIDUAL,NLID-T3RSVZ2E18,M,NL,0,0,0,,0,0,353,03/04/58,9111.63,GBP,11571.77,TRANSFER,WIRE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005626,SWIFT-IM65NG3WPE44,2025-12-01T08:37:49,Transfer INV6129196,Daniel Smith,INDIVIDUAL,AUID-ZNVP8GMNHI,M,AU,1,0,0,,0,0,271,10/06/95,Leila Brown,INDIVIDUAL,FRID-8OBS7587H9,M,FR,0,0,0,,0,0,485,07/03/68,7567.95,GBP,9611.3,TRANSFER,WIRE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005627,SWIFT-1I4HS2HGFWFA,2025-12-01T08:42:49,Settlement INV3090764,Daniel Smith,INDIVIDUAL,AUID-ZNVP8GMNHI,M,AU,1,0,0,,0,0,271,10/06/95,Daniel Rossi,INDIVIDUAL,TRID-FP8BPG2R0T,M,TR,0,0,0,,1,0,251,01/06/83,2291.82,GBP,2910.61,TRANSFER,WIRE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005628,SWIFT-UFXN1XSMIZAB,2025-12-01T10:27:49,Loan repayment INV8408072,Omar Zhang,INDIVIDUAL,USID-NGBPJ4UFZD,F,US,0,0,0,,0,0,850,04/10/72,Elena Zhang,INDIVIDUAL,MMID-97I6YXV2ME,M,MM,0,0,0,,0,0,729,16/09/83,481.38,GBP,611.35,TRANSFER,WIRE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005629,SWIFT-ZMWFSS29WOAI,2025-12-01T10:34:49,Internal transfer INV5503253,Yara Hughes,INDIVIDUAL,NLID-T3RSVZ2E18,M,NL,0,0,0,,0,0,353,03/04/58,Elena Zhang,INDIVIDUAL,MMID-97I6YXV2ME,M,MM,0,0,0,,0,0,729,16/09/83,1962.73,GBP,2492.67,TRANSFER,WIRE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005630,VASP-52Q87NZJFHSS,2025-11-27T19:17:36,Transfer INV6768840,Marta Wilson,INDIVIDUAL,FRID-0NL9C59E7F,F,FR,0,0,0,,0,0,645,11/05/67,Tom Garcia,INDIVIDUAL,GBID-E0SY5YPUPL,F,GB,0,0,0,,0,0,812,18/08/75,148.41,GBP,188.48,TRANSFER,CRYPTO_EXCHANGE,BUSINESS_ACCT,FAN_OUT_FAN_IN
T000000005631,VASP-66PTZ1R15O39,2025-11-27T19:22:36,Internal transfer INV4143902,Marta Wilson,INDIVIDUAL,FRID-0NL9C59E7F,F,FR,0,0,0,,0,0,645,11/05/67,Kofi Patel,INDIVIDUAL,AUID-9TKG1F8YC8,F,AU,0,0,0,,0,1,985,30/01/91,863.44,GBP,1096.57,TRANSFER,CRYPTO_EXCHANGE,BUSINESS_ACCT,FAN_OUT_FAN_IN
T000000005632,VASP-GN9LN8KF870V,2025-11-27T21:17:36,Internal transfer INV4428535,Kofi Patel,INDIVIDUAL,AUID-9TKG1F8YC8,F,AU,0,0,0,,0,1,985,30/01/91,Wei Jones,INDIVIDUAL,AUID-Y66W6RKM2Z,M,AU,0,0,0,,0,0,820,14/06/58,333.71,GBP,423.81,TRANSFER,CRYPTO_EXCHANGE,BUSINESS_ACCT,FAN_OUT_FAN_IN
T000000005633,VASP-PWTIL2HU0ABB,2025-11-27T21:24:36,Transfer INV5265803,Tom Garcia,INDIVIDUAL,GBID-E0SY5YPUPL,F,GB,0,0,0,,0,0,812,18/08/75,Wei Jones,INDIVIDUAL,AUID-Y66W6RKM2Z,M,AU,0,0,0,,0,0,820,14/06/58,230.21,GBP,292.37,TRANSFER,CRYPTO_EXCHANGE,BUSINESS_ACCT,FAN_OUT_FAN_IN
T000000005634,ACH-04TJGLI2XDPQ,2025-12-13T10:56:16,Internal transfer INV1449475,Wei Chen,INDIVIDUAL,NLID-HYBF0JUM42,M,NL,0,0,0,,0,0,242,16/09/75,Amir Hughes,INDIVIDUAL,AUID-VKY2REFJQI,M,AU,0,0,0,,0,0,403,20/12/92,1008.29,GBP,1280.53,TRANSFER,ACH,PREPAID,PATTERN_OF_FUNDS
T000000005635,ACH-MLNF4XY3A3FY,2025-12-13T16:56:16,Loan repayment INV7143465,Amir Hughes,INDIVIDUAL,AUID-VKY2REFJQI,M,AU,0,0,0,,0,0,403,20/12/92,Daniel Hughes,INDIVIDUAL,GBID-JL2Z0LJCH2,F,GB,0,0,0,,0,0,528,20/03/76,1016.14,GBP,1290.5,TRANSFER,ACH,PREPAID,PATTERN_OF_FUNDS
T000000005636,SWIFT-JHO1LCKE4ZQI,2025-06-13T01:00:05,Internal transfer INV9974842,Noah Brown,INDIVIDUAL,MMID-I71A57E8A5,X,MM,0,0,1,08/06/25,0,0,303,17/04/61,Priya Chen,INDIVIDUAL,USID-1R11Q7UWW5,F,US,0,0,0,,0,0,401,19/03/74,642.07,USD,642.07,TRANSFER,WIRE,BUSINESS_ACCT,HIGH_RISK_JURISDICTION
T000000005637,BR-X9I1DAW20HA2,2025-05-21T04:35:47,Loan repayment INV9141754,Kofi Rossi,INDIVIDUAL,GBID-4LOHHCU9TD,F,GB,0,0,0,,1,0,781,06/11/69,Omar Garcia,INDIVIDUAL,GBID-I4O6Q0USWO,F,GB,0,0,0,,0,0,243,01/02/76,2598.42,GBP,3299.99,TRANSFER,CASH,PREPAID,MONEY_MULE
T000000005638,VASP-1RMGI8PP5DOG,2025-04-08T23:30:29,Transfer INV6527465,Omar Garcia,INDIVIDUAL,GBID-I4O6Q0USWO,F,GB,0,0,0,,0,0,243,01/02/76,Wei Jones,INDIVIDUAL,FRID-BKLDSFR4MU,M,FR,0,0,0,,0,0,224,23/05/95,2230.35,GBP,2832.54,TRANSFER,CRYPTO_EXCHANGE,WALLET,MONEY_MULE
T000000005639,SWIFT-OIVYB3SULKWW,2025-10-02T20:29:27,Internal transfer INV1276117,Ravi Tan,INDIVIDUAL,NLID-TEVWLQ6EXN,M,NL,0,0,0,,1,0,746,19/02/75,Imran Khan,INDIVIDUAL,DEID-7GU0ENV5SN,M,DE,0,0,0,,0,0,681,20/12/48,1194.81,USD,1194.81,TRANSFER,WIRE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005640,SWIFT-0QUDGZL8VQF1,2025-10-02T20:34:27,Internal transfer INV2707604,Ravi Tan,INDIVIDUAL,NLID-TEVWLQ6EXN,M,NL,0,0,0,,1,0,746,19/02/75,Tan Imports BV,BUSINESS,DEREG-GCMR8ESMPF0I,X,DE,0,0,0,,0,0,654,23/07/19,1058.16,USD,1058.16,TRANSFER,WIRE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005641,SWIFT-NS19ZB1HB9HC,2025-10-02T22:29:27,Transfer INV4344735,Imran Khan,INDIVIDUAL,DEID-7GU0ENV5SN,M,DE,0,0,0,,0,0,681,20/12/48,Elena Zhang,INDIVIDUAL,MMID-97I6YXV2ME,M,MM,0,0,0,,0,0,729,16/09/83,239.17,USD,239.17,TRANSFER,WIRE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005642,SWIFT-ZBYGL6INDTMC,2025-10-02T22:36:27,Transfer INV3631763,Tan Imports BV,BUSINESS,DEREG-GCMR8ESMPF0I,X,DE,0,0,0,,0,0,654,23/07/19,Elena Zhang,INDIVIDUAL,MMID-97I6YXV2ME,M,MM,0,0,0,,0,0,729,16/09/83,644.46,USD,644.46,TRANSFER,WIRE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005643,FP-TYDYG9ADVYIW,2025-08-20T10:23:03,Loan repayment INV3028654,Kofi Hughes,INDIVIDUAL,USID-BGM55FF1BL,M,US,0,0,0,,0,0,601,17/08/69,Marta Hughes,INDIVIDUAL,AUID-Q9P965K55D,F,AU,1,0,0,,0,0,368,12/02/85,651.29,GBP,827.14,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005644,FP-28WKF2ZOKJJ1,2025-08-20T10:28:03,Transfer INV9364144,Kofi Hughes,INDIVIDUAL,USID-BGM55FF1BL,M,US,0,0,0,,0,0,601,17/08/69,Sara Kowalski,INDIVIDUAL,USID-H3SM642PW5,F,US,1,0,0,,1,0,461,07/03/77,956.31,GBP,1214.51,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005645,FP-1Z7YYUTY95GV,2025-08-20T10:33:03,Transfer INV2692070,Kofi Hughes,INDIVIDUAL,USID-BGM55FF1BL,M,US,0,0,0,,0,0,601,17/08/69,Yara Ahmed,INDIVIDUAL,GBID-WJQ4TA5IVR,F,GB,0,0,0,,0,0,695,10/02/83,36.24,GBP,46.02,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005646,FP-LV95SUCTLHQR,2025-08-20T10:38:03,Internal transfer INV4610788,Kofi Hughes,INDIVIDUAL,USID-BGM55FF1BL,M,US,0,0,0,,0,0,601,17/08/69,Tom Hughes,INDIVIDUAL,NLID-RERVT997E4,M,NL,0,0,0,,0,0,623,07/07/77,653.77,GBP,830.29,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005647,FP-DQLODZBGP41Y,2025-08-20T10:43:03,Transfer INV3804131,Kofi Hughes,INDIVIDUAL,USID-BGM55FF1BL,M,US,0,0,0,,0,0,601,17/08/69,Ravi Ivanov,INDIVIDUAL,GBID-KO0MTGLHUG,F,GB,0,0,0,,1,0,520,07/04/68,422.03,GBP,535.98,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005648,FP-JBNC59WZW4NB,2025-08-20T12:23:03,Internal transfer INV4982874,Yara Ahmed,INDIVIDUAL,GBID-WJQ4TA5IVR,F,GB,0,0,0,,0,0,695,10/02/83,Kofi Chen,INDIVIDUAL,USID-IVZG92SJP7,M,US,1,0,0,,0,0,223,28/04/59,621.45,GBP,789.24,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005649,FP-U2E4LSCLSTHH,2025-08-20T12:30:03,Settlement INV6989536,Marta Hughes,INDIVIDUAL,AUID-Q9P965K55D,F,AU,1,0,0,,0,0,368,12/02/85,Kofi Chen,INDIVIDUAL,USID-IVZG92SJP7,M,US,1,0,0,,0,0,223,28/04/59,600.84,GBP,763.07,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005650,FP-P2PRXU91OCF2,2025-08-20T12:37:03,Internal transfer INV4760200,Tom Hughes,INDIVIDUAL,NLID-RERVT997E4,M,NL,0,0,0,,0,0,623,07/07/77,Kofi Chen,INDIVIDUAL,USID-IVZG92SJP7,M,US,1,0,0,,0,0,223,28/04/59,614.35,GBP,780.22,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005651,FP-GANBM8CZHFWQ,2025-08-20T12:44:03,Transfer INV7528901,Ravi Ivanov,INDIVIDUAL,GBID-KO0MTGLHUG,F,GB,0,0,0,,1,0,520,07/04/68,Kofi Chen,INDIVIDUAL,USID-IVZG92SJP7,M,US,1,0,0,,0,0,223,28/04/59,414.12,GBP,525.93,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005652,FP-FJOYZJILAJTO,2025-08-20T12:51:03,Settlement INV8853994 urgent,Sara Kowalski,INDIVIDUAL,USID-H3SM642PW5,F,US,1,0,0,,1,0,461,07/03/77,Kofi Chen,INDIVIDUAL,USID-IVZG92SJP7,M,US,1,0,0,,0,0,223,28/04/59,209.33,GBP,265.85,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005653,FP-6LYRIHO4NAWV,2025-06-05T15:04:31,Invoice INV7864800 thanks,Wei Davies,INDIVIDUAL,DEID-9XBONRWZC4,F,DE,0,0,1,24/06/25,0,1,975,19/06/73,Wei Tan,INDIVIDUAL,SGID-OL65WVJX8U,F,SG,1,0,0,,0,0,580,27/01/90,1231.34,GBP,1563.8,PAYMENT,FASTER_PAYMENTS,WALLET,HIGH_CONCENTRATION
T000000005654,SWIFT-R4MLT5HSL03R,2025-03-05T19:21:29,Settlement INV1577277,Noah Zhang,INDIVIDUAL,GBID-GSUSMESJT2,F,GB,0,0,0,,0,0,725,15/08/89,Priya Ivanov,INDIVIDUAL,MMID-3RAGVLKW1X,M,MM,0,0,0,,0,0,761,10/09/79,318.18,EUR,343.63,TRANSFER,WIRE,WALLET,HIGH_RISK_JURISDICTION
T000000005655,FP-U49QSSDT4XKE,2025-03-24T04:30:30,Internal transfer INV9726470,Ravi Ivanov,INDIVIDUAL,GBID-KO0MTGLHUG,F,GB,0,0,0,,1,0,520,07/04/68,Fatima Tan,INDIVIDUAL,NLID-J2LZW1FU5X,M,NL,0,0,0,,0,0,746,28/06/69,293.33,USD,293.33,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005656,FP-A8C8899OCVSN,2025-03-24T04:35:30,Internal transfer INV1681371,Ravi Ivanov,INDIVIDUAL,GBID-KO0MTGLHUG,F,GB,0,0,0,,1,0,520,07/04/68,Chen Smith,INDIVIDUAL,PKID-IA6YKFCR6C,F,PK,0,0,0,,0,0,312,08/08/68,263.21,USD,263.21,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005657,FP-UIGZPJJ7YWZK,2025-03-24T04:40:30,Settlement INV6123108,Ravi Ivanov,INDIVIDUAL,GBID-KO0MTGLHUG,F,GB,0,0,0,,1,0,520,07/04/68,Omar Yilmaz,INDIVIDUAL,NGID-E4E9OE9419,M,NG,0,0,0,,1,0,340,06/10/81,410,USD,410,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005658,FP-ZEFVMB4YBZ9N,2025-03-24T06:30:30,Internal transfer INV0332361,Fatima Tan,INDIVIDUAL,NLID-J2LZW1FU5X,M,NL,0,0,0,,0,0,746,28/06/69,Imran Davies,INDIVIDUAL,GBID-479QTKCD0R,M,GB,0,0,0,,0,0,680,07/03/86,471.6,USD,471.6,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005659,FP-GKEY40MPA147,2025-03-24T06:37:30,Transfer INV9928526,Chen Smith,INDIVIDUAL,PKID-IA6YKFCR6C,F,PK,0,0,0,,0,0,312,08/08/68,Imran Davies,INDIVIDUAL,GBID-479QTKCD0R,M,GB,0,0,0,,0,0,680,07/03/86,236.28,USD,236.28,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005660,SWIFT-R68IPPGE6KR6,2025-09-10T10:53:44,Settlement INV7195143,Kofi Wilson,INDIVIDUAL,PKID-TJXEPQ85JS,M,PK,1,0,0,,0,0,509,24/02/92,Hannah Davies,INDIVIDUAL,AFID-BHQGHLZRUW,M,AF,0,0,1,15/05/25,0,0,603,15/07/99,20386.94,USD,20386.94,TRANSFER,WIRE,SAVINGS,HIGH_RISK_JURISDICTION
T000000005661,SWIFT-ZOWFD09DK9VA,2025-09-16T22:00:14,Internal transfer INV5358843,Tom Lopez,INDIVIDUAL,FRID-NF7C3DD03U,M,FR,0,0,1,18/03/25,0,0,323,14/10/76,Amir Zhang,INDIVIDUAL,GBID-T695G6MLV8,M,GB,0,0,0,,0,0,553,07/04/88,469629.11,USD,469629.11,TRANSFER,WIRE,CURRENT_ACCT,LARGE_REPORTABLE
T000000005662,FP-RGM0POFQ4SM1,2025-09-22T06:28:29,,Smith Capital GmbH,BUSINESS,USREG-31YRUJOQW5DS,X,US,0,0,0,,1,0,274,07/07/16,Zhang Payments GmbH,BUSINESS,DEREG-1SDIEQFB85P8,X,DE,0,0,0,,0,0,507,16/06/00,34.75,GBP,44.13,PAYMENT,FASTER_PAYMENTS,SAVINGS,HIGH_CONCENTRATION
T000000005663,VASP-WD8HG3MM5O04,2025-05-22T07:22:37,Loan repayment INV9377771,Lopez Solutions SA,BUSINESS,NLREG-HALCKZ3VWLO7,X,NL,0,0,0,,1,0,437,24/06/23,Chen Lopez,INDIVIDUAL,USID-PHT0HL9XPS,M,US,0,0,0,,0,0,428,26/04/94,3205.36,GBP,4070.81,TRANSFER,CRYPTO_EXCHANGE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005664,VASP-HAS2O23CDL5D,2025-05-22T07:27:37,Transfer INV8326046,Lopez Solutions SA,BUSINESS,NLREG-HALCKZ3VWLO7,X,NL,0,0,0,,1,0,437,24/06/23,Fatima Tan,INDIVIDUAL,NLID-J2LZW1FU5X,M,NL,0,0,0,,0,0,746,28/06/69,917.53,GBP,1165.26,TRANSFER,CRYPTO_EXCHANGE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005665,VASP-KZ37FDBB7ORK,2025-05-22T09:22:37,Internal transfer INV7458510,Chen Lopez,INDIVIDUAL,USID-PHT0HL9XPS,M,US,0,0,0,,0,0,428,26/04/94,Fatima Ivanov,INDIVIDUAL,GBID-NTM9TMQLIZ,M,GB,0,0,0,,0,0,850,02/10/86,1911.58,GBP,2427.71,TRANSFER,CRYPTO_EXCHANGE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005666,VASP-IGLADGVXIHHX,2025-05-22T09:29:37,Loan repayment INV1119339,Fatima Tan,INDIVIDUAL,NLID-J2LZW1FU5X,M,NL,0,0,0,,0,0,746,28/06/69,Fatima Ivanov,INDIVIDUAL,GBID-NTM9TMQLIZ,M,GB,0,0,0,,0,0,850,02/10/86,210.41,GBP,267.22,TRANSFER,CRYPTO_EXCHANGE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005667,SWIFT-K8PB0OMEWVGU,2025-05-07T16:56:31,Rent Nov,Davies Investments LLC,BUSINESS,NGREG-HG8Q3GCG1J6O,X,NG,1,0,0,,0,1,971,16/11/09,Tom Ahmed,INDIVIDUAL,RUID-ABY595CPJZ,M,RU,0,0,0,,0,0,870,07/11/94,2135.47,USD,2135.47,PAYMENT,WIRE,BUSINESS_ACCT,HIGH_RISK_JURISDICTION
T000000005668,FP-XFYJUQJBKH54,2025-01-07T11:39:43,Loan repayment INV9852713,Chen Jones,INDIVIDUAL,SYID-MY8A5GINSA,M,SY,0,0,0,,0,0,434,22/07/76,Hughes Payments SA,BUSINESS,USREG-BKV7MQXS6ESJ,X,US,0,0,0,,0,0,881,19/06/03,2949.94,GBP,3746.42,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,RAPID_MOVEMENT
T000000005669,FP-K0K72DNZ1ALZ,2025-01-07T13:32:43,Settlement INV0275576,Hughes Payments SA,BUSINESS,USREG-BKV7MQXS6ESJ,X,US,0,0,0,,0,0,881,19/06/03,Chen Tan,INDIVIDUAL,GBID-AS6Y3VG6V5,F,GB,0,0,0,,0,0,846,02/03/78,3000.37,GBP,3810.47,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,RAPID_MOVEMENT
T000000005670,FP-K9TUND6PKLM5,2025-01-07T15:27:43,Loan repayment INV2446407,Chen Tan,INDIVIDUAL,GBID-AS6Y3VG6V5,F,GB,0,0,0,,0,0,846,02/03/78,Elena Hughes,INDIVIDUAL,NLID-R81BMQF7ZK,F,NL,0,0,0,,0,0,647,29/12/49,2966.71,GBP,3767.72,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,RAPID_MOVEMENT
T000000005671,SWIFT-2W3ZMMW5EDIN,2025-07-04T22:48:48,Settlement INV6889549,Aisha Patel,INDIVIDUAL,FRID-CXZ2EI9212,M,FR,0,0,0,,1,0,392,09/04/82,Leila Zhang,INDIVIDUAL,TRID-S2Z48EGP15,M,TR,1,0,1,11/03/25,0,0,519,04/01/97,37.22,GBP,47.27,TRANSFER,WIRE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005672,SWIFT-LNIL2CERNFXS,2025-07-04T22:53:48,Transfer INV3171170,Aisha Patel,INDIVIDUAL,FRID-CXZ2EI9212,M,FR,0,0,0,,1,0,392,09/04/82,Hannah Ivanov,INDIVIDUAL,FRID-E1U24ZQFEZ,F,FR,0,0,0,,0,0,618,16/03/87,6515.49,GBP,8274.67,TRANSFER,WIRE,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000005673,SWIFT-R6INUWFCBBOY,2025-07-04T22:58:48,Loan repayment INV3765385,Aisha Patel,INDIVIDUAL,FRID-CXZ2EI9212,M,FR,0,0,0,,1,0,392,09/04/82,Priya Ivanov,INDIVIDUAL,MMID-3RAGVLKW1X,M,MM,0,0,0,,0,0,761,10/09/79,4133.71,GBP,5249.81,TRANSFER,WIRE,CURRENT_ACCT,FAN_OUT_FAN_IN
